record type,booking id,service type,block number,route,logon block id,start time,end time,start place,end place,garage,block name,preferred bus series 1
10,1,1,52,32,52,15300,87840,SMF,SMF,SMF,52,Bus
10,1,1,53,191,53,15360,90000,IBMF,IBMF,IBMF,53,Bus
10,1,1,54,30,54,15420,93000,IBMF,IBMF,IBMF,54,Bus
10,1,1,55,136,55,15600,96000,SMF,SMF,SMF,55,Bus
10,1,1,56,158,56,15720,63960,IBMF,IBMF,IBMF,56,Bus
10,1,1,57,182,57,15780,85860,IBMF,IBMF,IBMF,57,Bus
10,1,1,58,42,58,15840,96540,IBMF,IBMF,IBMF,58,Bus
10,1,1,59,5,59,15840,91320,SMF,SMF,SMF,59,Bus
10,1,1,60,12,60,15900,85200,SMF,SMF,SMF,60,Bus
10,1,1,61,58,61,15960,81540,SMF,SMF,SMF,61,Bus
10,1,1,62,31,62,15960,83100,SMF,SMF,SMF,62,Bus
10,1,1,63,204,63,16020,98640,IBMF,IBMF,IBMF,63,Bus
10,1,1,64,156,64,16080,91500,IBMF,IBMF,IBMF,64,Bus
10,1,1,65,8,65,16080,89880,IBMF,IBMF,IBMF,65,Bus
10,1,1,66,142,66,16080,67440,IBMF,IBMF,IBMF,66,Bus
10,1,1,67,60,67,16080,91320,SMF,SMF,SMF,67,Bus
10,1,1,68,174,68,16140,72480,IBMF,IBMF,IBMF,68,Bus
10,1,1,69,53,69,16140,72960,IBMF,IBMF,IBMF,69,Bus
10,1,1,70,110,70,16320,96120,IBMF,IBMF,IBMF,70,Bus
10,1,1,71,122,71,16380,92640,IBMF,IBMF,IBMF,71,Bus
10,1,1,72,203,72,16440,63960,IBMF,IBMF,IBMF,72,Bus
10,1,1,73,129,73,16440,94260,SMF,SMF,SMF,73,Bus
10,1,1,74,102,74,16560,93300,IBMF,IBMF,IBMF,74,Bus
10,1,1,75,149,75,16800,72060,IBMF,IBMF,IBMF,75,Bus
10,1,1,76,146,76,16800,93000,IBMF,IBMF,IBMF,76,Bus
10,1,1,77,162,77,16800,67020,SMF,SMF,SMF,77,Bus
10,1,1,78,104,78,16920,91500,IBMF,IBMF,IBMF,78,Bus
10,1,1,79,132,79,16920,92640,SMF,SMF,SMF,79,Bus
10,1,1,80,64,80,16980,69840,IBMF,IBMF,IBMF,80,Bus
10,1,1,81,14,81,17220,90480,IBMF,IBMF,IBMF,81,Bus
10,1,1,82,178,82,17220,92460,IBMF,IBMF,IBMF,82,Bus
10,1,1,83,24,83,17280,86400,IBMF,IBMF,IBMF,83,Bus
10,1,1,84,111,84,17280,81900,IBMF,IBMF,IBMF,84,Bus
10,1,1,85,29,85,17280,98040,IBMF,IBMF,IBMF,85,Bus
10,1,1,86,74,86,17340,91440,SMF,SMF,SMF,86,Bus
10,1,1,87,71,87,17340,89460,SMF,SMF,SMF,87,Bus
10,1,1,88,40,88,17400,81840,IBMF,IBMF,IBMF,88,Bus
10,1,1,89,197,89,17400,88620,IBMF,IBMF,IBMF,89,Bus
10,1,1,90,45,90,17460,80160,IBMF,IBMF,IBMF,90,Bus
10,1,1,91,160,91,17520,90480,SMF,SMF,SMF,91,Bus
10,1,1,92,152,92,17580,91140,IBMF,IBMF,IBMF,92,Bus
10,1,1,93,66,93,17640,82680,SMF,SMF,SMF,93,Bus
10,1,1,94,169,94,17640,87480,SMF,SMF,SMF,94,Bus
10,1,1,95,34,95,17700,81720,SMF,SMF,SMF,95,Bus
10,1,1,96,53,96,17940,94440,IBMF,IBMF,IBMF,96,Bus
10,1,1,97,145,97,18120,88440,SMF,SMF,SMF,97,Bus
10,1,1,98,94,98,18300,95520,IBMF,IBMF,IBMF,98,Bus
10,1,1,99,13,99,18300,68280,SMF,SMF,SMF,99,Bus
10,1,1,100,20,100,18360,85140,IBMF,IBMF,IBMF,100,Bus
10,1,1,101,105,101,18360,88200,IBMF,IBMF,IBMF,101,Bus
10,1,1,102,43,102,18420,85320,SMF,SMF,SMF,102,Bus
10,1,1,103,48,103,18600,95220,IBMF,IBMF,IBMF,103,Bus
10,1,1,104,19,104,18720,65340,IBMF,IBMF,IBMF,104,Bus
10,1,1,105,191,105,18780,88140,IBMF,IBMF,IBMF,105,Bus
10,1,1,106,104,106,18780,96300,SMF,SMF,SMF,106,Bus
10,1,1,107,202,107,18840,80640,SMF,SMF,SMF,107,Bus
10,1,1,108,44,108,19080,68160,IBMF,IBMF,IBMF,108,Bus
10,1,1,109,158,109,19080,91140,IBMF,IBMF,IBMF,109,Bus
10,1,1,110,91,110,19080,91560,IBMF,IBMF,IBMF,110,Bus
10,1,1,111,57,111,19080,98160,SMF,SMF,SMF,111,Bus
10,1,1,112,60,112,19200,71280,SMF,SMF,SMF,112,Bus
10,1,1,113,162,113,19320,87960,IBMF,IBMF,IBMF,113,Bus
10,1,1,114,110,114,19680,93780,IBMF,IBMF,IBMF,114,Bus
10,1,1,115,122,115,19740,94080,IBMF,IBMF,IBMF,115,Bus
10,1,1,116,197,116,19800,92760,IBMF,IBMF,IBMF,116,Bus
10,1,1,117,121,117,19920,84480,IBMF,IBMF,IBMF,117,Bus
10,1,1,118,181,118,20040,86820,SMF,SMF,SMF,118,Bus
10,1,1,119,10,119,20100,83160,SMF,SMF,SMF,119,Bus
10,1,1,120,37,120,20220,90420,IBMF,IBMF,IBMF,120,Bus
10,1,1,121,178,121,20220,96600,IBMF,IBMF,IBMF,121,Bus
10,1,1,122,199,122,20220,83280,SMF,SMF,SMF,122,Bus
10,1,1,123,89,123,20280,88740,SMF,SMF,SMF,123,Bus
10,1,1,124,230,124,20460,90600,SMF,SMF,SMF,124,Bus
10,1,1,125,116,125,20580,98460,IBMF,IBMF,IBMF,125,Bus
10,1,1,126,78,126,20580,91200,SMF,SMF,SMF,126,Bus
10,1,1,127,30,127,20640,93480,IBMF,IBMF,IBMF,127,Bus
10,1,1,128,105,128,20640,91320,IBMF,IBMF,IBMF,128,Bus
10,1,1,129,113,129,20700,95640,SMF,SMF,SMF,129,Bus
10,1,1,130,25,130,20760,71880,SMF,SMF,SMF,130,Bus
10,1,1,131,40,131,20820,85380,IBMF,IBMF,IBMF,131,Bus
10,1,1,132,152,132,20940,95580,IBMF,IBMF,IBMF,132,Bus
10,1,1,133,145,133,21240,92820,SMF,SMF,SMF,133,Bus
10,1,1,134,100,134,21360,93780,IBMF,IBMF,IBMF,134,Bus
10,1,1,135,53,135,21540,68400,IBMF,IBMF,IBMF,135,Bus
10,1,1,136,174,136,21780,79740,SMF,SMF,SMF,136,Bus
10,1,1,137,35,137,21840,96360,SMF,SMF,SMF,137,Bus
10,1,1,138,76,138,22020,80400,SMF,SMF,SMF,138,Bus
10,1,1,139,187,139,22080,93360,IBMF,IBMF,IBMF,139,Bus
10,1,1,140,60,140,22140,94560,SMF,SMF,SMF,140,Bus
10,1,1,141,137,141,22260,92640,IBMF,IBMF,IBMF,141,Bus
10,1,1,142,19,142,22320,88140,IBMF,IBMF,IBMF,142,Bus
10,1,1,143,29,143,22500,80820,IBMF,IBMF,IBMF,143,Bus
10,1,1,144,104,144,22500,91500,SMF,SMF,SMF,144,Bus
10,1,1,145,207,145,22560,93420,IBMF,IBMF,IBMF,145,Bus
10,1,1,146,107,146,22680,73860,IBMF,IBMF,IBMF,146,Bus
10,1,1,147,99,147,22680,89700,IBMF,IBMF,IBMF,147,Bus
10,1,1,148,78,148,22680,94800,SMF,SMF,SMF,148,Bus
10,1,1,149,95,149,22800,67380,SMF,SMF,SMF,149,Bus
10,1,1,150,122,150,23160,93660,IBMF,IBMF,IBMF,150,Bus
10,1,1,151,115,151,23520,67740,IBMF,IBMF,IBMF,151,Bus
10,1,1,152,91,152,23640,96960,SMF,SMF,SMF,152,Bus
10,1,1,153,14,153,23760,97080,IBMF,IBMF,IBMF,153,Bus
10,1,1,154,105,154,24000,67380,IBMF,IBMF,IBMF,154,Bus
10,1,1,155,40,155,24300,96300,IBMF,IBMF,IBMF,155,Bus
10,1,1,156,99,156,24300,71580,IBMF,IBMF,IBMF,156,Bus
10,1,1,157,8,157,24360,80520,IBMF,IBMF,IBMF,157,Bus
10,1,1,158,83,158,24660,81900,SMF,SMF,SMF,158,Bus
10,1,1,159,207,159,24900,80160,IBMF,IBMF,IBMF,159,Bus
10,1,1,160,60,160,25500,85860,SMF,SMF,SMF,160,Bus
10,1,1,161,19,161,25560,89040,IBMF,IBMF,IBMF,161,Bus
10,1,1,162,44,162,25680,96360,IBMF,IBMF,IBMF,162,Bus
10,1,1,163,33,163,25740,89700,IBMF,IBMF,IBMF,163,Bus
10,1,1,164,107,164,26040,83520,IBMF,IBMF,IBMF,164,Bus
10,1,1,165,173,165,26100,92280,SMF,SMF,SMF,165,Bus
10,1,1,166,78,166,27180,69360,SMF,SMF,SMF,166,Bus
10,1,1,167,45,167,27360,70920,IBMF,IBMF,IBMF,167,Bus
10,1,1,168,230,168,28920,93540,SMF,SMF,SMF,168,Bus
10,1,1,169,58,169,29940,89640,SMF,SMF,SMF,169,Bus
10,1,1,170,106,170,31560,74280,IBMF,IBMF,IBMF,170,Bus
10,1,1,171,58,171,31740,63720,SMF,SMF,SMF,171,Bus
10,1,1,172,60,172,32160,87000,IBMF,IBMF,IBMF,172,Bus
10,1,1,173,48,173,32280,99960,IBMF,IBMF,IBMF,173,Bus
10,1,1,174,173,174,32580,98160,SMF,SMF,SMF,174,Bus
10,1,1,175,26,175,32700,73020,IBMF,IBMF,IBMF,175,Bus
10,1,1,176,122,176,32700,97020,IBMF,IBMF,IBMF,176,Bus
10,1,1,177,82,177,32700,76260,SMF,SMF,SMF,177,Bus
10,1,1,178,89,178,33720,83520,SMF,SMF,SMF,178,Bus
10,1,1,179,14,179,34260,63120,SMF,SMF,SMF,179,Bus
10,1,1,180,234,180,34920,90720,IBMF,IBMF,IBMF,180,Bus
10,1,1,181,35,181,34980,68400,IBMF,IBMF,IBMF,181,Bus
10,1,1,182,11,182,35040,88680,SMF,SMF,SMF,182,Bus
10,1,1,183,44,183,36180,93240,IBMF,IBMF,IBMF,183,Bus
10,1,1,184,66,184,36540,93660,SMF,SMF,SMF,184,Bus
10,1,1,185,173,185,36840,70740,SMF,SMF,SMF,185,Bus
10,1,1,186,132,186,37080,73860,SMF,SMF,SMF,186,Bus
10,1,1,187,46,187,37620,86880,IBMF,IBMF,IBMF,187,Bus
10,1,1,188,53,188,38040,75420,IBMF,IBMF,IBMF,188,Bus
10,1,1,189,141,189,39300,84600,IBMF,IBMF,IBMF,189,Bus
10,1,1,190,182,190,39360,92820,IBMF,IBMF,IBMF,190,Bus
10,1,1,191,147,191,40380,93240,SMF,SMF,SMF,191,Bus
10,1,1,192,34,192,40500,74700,SMF,SMF,SMF,192,Bus
10,1,1,193,8,193,40860,93060,SMF,SMF,SMF,193,Bus
10,1,1,194,99,194,41040,94080,IBMF,IBMF,IBMF,194,Bus
10,1,1,195,105,195,42060,69900,IBMF,IBMF,IBMF,195,Bus
10,1,1,196,174,196,42840,98280,IBMF,IBMF,IBMF,196,Bus
10,1,1,197,11,197,43020,83580,SMF,SMF,SMF,197,Bus
10,1,1,198,44,198,43200,65760,IBMF,IBMF,IBMF,198,Bus
10,1,1,199,58,199,44280,60120,SMF,SMF,SMF,199,Bus
10,1,1,200,238,200,45180,93060,IBMF,IBMF,IBMF,200,Bus
10,1,1,201,44,201,46800,69240,IBMF,IBMF,IBMF,201,Bus
10,1,1,202,89,202,48300,85260,SMF,SMF,SMF,202,Bus
10,1,1,203,197,203,53400,89280,IBMF,IBMF,IBMF,203,Bus
