record type,booking id,service type,division name,run id,run pieces,run name,block number,piece number,start place,end place,sign on time of piece,start time of piece,end time of piece,clear time of piece,special trip option id,op days
50,1,1,SUN FX,10061,2,10061,,,,,,,,,,
51,1,1,SUN FX,10061,,,10015,1,SMF,SN6039,117,117,395,395,,
51,1,1,SUN FX,10061,,,10031,2,SN6039,SN6039,475,489,743,743,,
50,1,1,SUN FX,10062,2,10062,,,,,,,,,,
51,1,1,SUN FX,10062,,,10019,1,SMF,SN6043,145,145,558,558,,
51,1,1,SUN FX,10062,,,10122,2,SN6043,SN6043,584,596,817,817,,
50,1,1,SUN FX,10063,1,10063,,,,,,,,,,
51,1,1,SUN FX,10063,,,10024,1,SMF,SN6222,151,151,807,807,,
50,1,1,SUN FX,10064,1,10064,,,,,,,,,,
51,1,1,SUN FX,10064,,,10030,1,SMF,SN6216,177,177,832,832,,
50,1,1,SUN FX,10065,2,10065,,,,,,,,,,
51,1,1,SUN FX,10065,,,10062,1,SMF,SN6552,266,266,730,730,,
51,1,1,SUN FX,10065,,,10111,2,SN6029,SN6029,893,895,1073,1073,,
50,1,1,SIMM FX,10066,1,10066,,,,,,,,,,
51,1,1,SIMM FX,10066,,,10085,1,IBMF,SN6216,288,288,958,958,,
50,1,1,SIMM FX,10067,2,10067,,,,,,,,,,
51,1,1,SIMM FX,10067,,,10104,1,IBMF,SN6220,312,312,431,431,,
51,1,1,SIMM FX,10067,,,10049,2,SN6220,SN6545,451,463,943,943,,
50,1,1,SUN FX,10068,2,10068,,,,,,,,,,
51,1,1,SUN FX,10068,,,10122,1,SMF,SN6043,337,337,584,584,,
51,1,1,SUN FX,10068,,,10012,2,SN6689,SMF,757,772,1113,1113,,
50,1,1,SIMM FX,10069,2,10069,,,,,,,,,,
51,1,1,SIMM FX,10069,,,10142,1,IBMF,SN6043,372,372,551,551,,
51,1,1,SIMM FX,10069,,,10019,2,SN6043,SN1358,558,567,973,973,,
50,1,1,SIMM FX,10070,2,10070,,,,,,,,,,
51,1,1,SIMM FX,10070,,,10172,1,IBMF,SN5858,536,536,800,800,,
51,1,1,SIMM FX,10070,,,10035,2,SN6158,IBMF,962,962,1316,1316,,
50,1,1,SIMM FX,10071,1,10071,,,,,,,,,,
51,1,1,SIMM FX,10071,,,10181,1,IBMF,IBMF,583,583,1140,1140,,
50,1,1,SUN FX,10072,1,10072,,,,,,,,,,
51,1,1,SUN FX,10072,,,10192,1,SMF,SMF,675,675,1245,1245,,
50,1,1,SUN FX,10073,1,10073,,,,,,,,,,
51,1,1,SUN FX,10073,,,10062,1,SN6552,SMF,730,730,1385,1385,,
50,1,1,SUN FX,10074,2,10074,,,,,,,,,,
51,1,1,SUN FX,10074,,,10060,1,SN6043,SN6220,744,745,1112,1112,,
51,1,1,SUN FX,10074,,,10122,2,SN6220,SMF,1150,1155,1388,1388,,
50,1,1,SUN FX,10075,2,10075,,,,,,,,,,
51,1,1,SUN FX,10075,,,10035,1,SN6043,SN6158,802,805,962,962,,
51,1,1,SUN FX,10075,,,10118,2,SN6158,SMF,977,977,1447,1447,,
50,1,1,SUN FX,10076,2,10076,,,,,,,,,,
51,1,1,SUN FX,10076,,,10051,1,SN6226,SN6220,826,840,1092,1092,,
51,1,1,SUN FX,10076,,,10060,2,SN6220,SMF,1112,1123,1420,1420,,
50,1,1,SUN FX,10077,2,10077,,,,,,,,,,
51,1,1,SUN FX,10077,,,10122,1,SN6043,SN6220,817,820,1150,1150,,
51,1,1,SUN FX,10077,,,10021,2,SN6220,SMF,1171,1175,1459,1459,,
50,1,1,SUN FX,10078,1,10078,,,,,,,,,,
51,1,1,SUN FX,10078,,,10169,1,SN6043,SMF,877,880,1494,1494,,
50,1,1,SIMM FX,10079,1,10079,,,,,,,,,,
51,1,1,SIMM FX,10079,,,10005,1,IBMF,SN556,72,72,668,668,,
50,1,1,SIMM FX,10080,1,10080,,,,,,,,,,
51,1,1,SIMM FX,10080,,,10044,1,IBMF,SN556,243,243,910,910,,
50,1,1,SIMM FX,10081,1,10081,,,,,,,,,,
51,1,1,SIMM FX,10081,,,10088,1,IBMF,SN556,290,290,820,820,,
50,1,1,SIMM FX,10082,1,10082,,,,,,,,,,
51,1,1,SIMM FX,10082,,,10120,1,IBMF,SN556,337,337,970,970,,
50,1,1,SIMM FX,10083,2,10083,,,,,,,,,,
51,1,1,SIMM FX,10083,,,10131,1,IBMF,SN556,347,347,880,880,,
51,1,1,SIMM FX,10083,,,10151,2,SN2645,IBMF,1030,1046,1129,1129,,
50,1,1,SIMM FX,10084,2,10084,,,,,,,,,,
51,1,1,SIMM FX,10084,,,10155,1,IBMF,SN556,405,405,940,940,,
51,1,1,SIMM FX,10084,,,10170,2,SN6549,IBMF,1123,1126,1238,1238,,
50,1,1,SIMM FX,10085,1,10085,,,,,,,,,,
51,1,1,SIMM FX,10085,,,10088,1,SN556,IBMF,820,830,1364,1364,,
50,1,1,SIMM FX,10086,1,10086,,,,,,,,,,
51,1,1,SIMM FX,10086,,,10131,1,SN556,IBMF,880,890,1423,1423,,
50,1,1,SIMM FX,10087,1,10087,,,,,,,,,,
51,1,1,SIMM FX,10087,,,10044,1,SN556,IBMF,910,920,1448,1448,,
50,1,1,SIMM FX,10088,1,10088,,,,,,,,,,
51,1,1,SIMM FX,10088,,,10155,1,SN556,IBMF,940,950,1605,1605,,
50,1,1,SIMM FX,10089,1,10089,,,,,,,,,,
51,1,1,SIMM FX,10089,,,10120,1,SN556,IBMF,970,980,1507,1507,,
50,1,1,SIMM FX,10090,1,10090,,,,,,,,,,
51,1,1,SIMM FX,10090,,,10005,1,SN556,IBMF,1030,1040,1549,1549,,
50,1,1,SIMM FX,10091,1,10091,,,,,,,,,,
51,1,1,SIMM FX,10091,,,10016,1,IBMF,SN3274,132,132,749,749,,
50,1,1,SIMM FX,10092,2,10092,,,,,,,,,,
51,1,1,SIMM FX,10092,,,10058,1,IBMF,SN3274,264,264,688,688,,
51,1,1,SIMM FX,10092,,,10016,2,SN3274,SN3274,749,767,929,929,,
50,1,1,SUN FX,10093,1,10093,,,,,,,,,,
51,1,1,SUN FX,10093,,,10102,1,SMF,SN5943,307,307,823,823,,
50,1,1,SIMM FX,10094,2,10094,,,,,,,,,,
51,1,1,SIMM FX,10094,,,10108,1,IBMF,SN3274,318,318,658,658,,
51,1,1,SIMM FX,10094,,,10058,2,SN3274,SN4229,688,707,957,957,,
50,1,1,SIMM FX,10095,2,10095,,,,,,,,,,
51,1,1,SIMM FX,10095,,,10156,1,IBMF,SN1571,405,405,627,627,,
51,1,1,SIMM FX,10095,,,10201,2,IBMF,IBMF,780,780,1154,1154,,
50,1,1,SIMM FX,10096,2,10096,,,,,,,,,,
51,1,1,SIMM FX,10096,,,10167,1,IBMF,SN3274,456,456,628,628,,
51,1,1,SIMM FX,10096,,,10108,2,SN3274,IBMF,658,677,1136,1136,,
50,1,1,SIMM FX,10097,1,10097,,,,,,,,,,
51,1,1,SIMM FX,10097,,,10167,1,SN3274,IBMF,628,650,1182,1182,,
50,1,1,SIMM FX,10098,1,10098,,,,,,,,,,
51,1,1,SIMM FX,10098,,,10016,1,SN3274,IBMF,929,947,1459,1459,,
50,1,1,SIMM FX,10099,1,10099,,,,,,,,,,
51,1,1,SIMM FX,10099,,,10092,1,SN1571,IBMF,970,975,1519,1519,,
50,1,1,SIMM FX,10100,1,10100,,,,,,,,,,
51,1,1,SIMM FX,10100,,,10020,1,IBMF,SN6776,147,147,799,799,,
50,1,1,SIMM FX,10101,1,10101,,,,,,,,,,
51,1,1,SIMM FX,10101,,,10028,1,IBMF,SN4288,167,167,765,765,,
50,1,1,SUN FX,10102,1,10102,,,,,,,,,,
51,1,1,SUN FX,10102,,,10036,1,SMF,SN6039,211,211,854,854,,
50,1,1,SIMM FX,10103,2,10103,,,,,,,,,,
51,1,1,SIMM FX,10103,,,10042,1,IBMF,SN20016,242,242,583,583,,
51,1,1,SIMM FX,10103,,,10196,2,IBMF,SN1358,714,714,1003,1003,,
50,1,1,SIMM FX,10104,1,10104,,,,,,,,,,
51,1,1,SIMM FX,10104,,,10103,1,IBMF,SN6226,310,310,921,921,,
50,1,1,SIMM FX,10105,1,10105,,,,,,,,,,
51,1,1,SIMM FX,10105,,,10121,1,IBMF,SN6226,337,337,972,972,,
50,1,1,SIMM FX,10106,1,10106,,,,,,,,,,
51,1,1,SIMM FX,10106,,,10141,1,IBMF,SN6214,371,371,936,936,,
50,1,1,SIMM FX,10107,1,10107,,,,,,,,,,
51,1,1,SIMM FX,10107,,,10066,1,SN20016,IBMF,581,581,1124,1124,,
50,1,1,SIMM FX,10108,2,10108,,,,,,,,,,
51,1,1,SIMM FX,10108,,,10124,1,SN5730,SN6228,672,680,920,920,,
51,1,1,SIMM FX,10108,,,10175,2,SN6228,IBMF,939,940,1217,1217,,
50,1,1,SUN FX,10109,1,10109,,,,,,,,,,
51,1,1,SUN FX,10109,,,10138,1,SN1785,SMF,668,672,1340,1340,,
50,1,1,SIMM FX,10110,1,10110,,,,,,,,,,
51,1,1,SIMM FX,10110,,,10017,1,SN6214,IBMF,816,817,1395,1395,,
50,1,1,SUN FX,10111,1,10111,,,,,,,,,,
51,1,1,SUN FX,10111,,,10067,1,SN6228,SMF,879,880,1522,1522,,
50,1,1,SIMM FX,10112,1,10112,,,,,,,,,,
51,1,1,SIMM FX,10112,,,10082,1,SN6214,IBMF,898,907,1541,1541,,
50,1,1,SIMM FX,10113,1,10113,,,,,,,,,,
51,1,1,SIMM FX,10113,,,10173,1,SN6776,IBMF,1009,1011,1666,1666,,
50,1,1,SIMM FX,10114,2,10114,,,,,,,,,,
51,1,1,SIMM FX,10114,,,10069,1,IBMF,SN677,269,269,572,572,,
51,1,1,SIMM FX,10114,,,10132,2,SN677,SN5730,595,597,945,945,,
50,1,1,SIMM FX,10115,1,10115,,,,,,,,,,
51,1,1,SIMM FX,10115,,,10092,1,IBMF,SN1571,293,293,970,970,,
50,1,1,SIMM FX,10116,1,10116,,,,,,,,,,
51,1,1,SIMM FX,10116,,,10096,1,IBMF,SN4288,299,299,946,946,,
50,1,1,SIMM FX,10117,2,10117,,,,,,,,,,
51,1,1,SIMM FX,10117,,,10098,1,IBMF,SN677,305,305,542,542,,
51,1,1,SIMM FX,10117,,,10069,2,SN677,SN6228,572,577,969,969,,
50,1,1,SIMM FX,10118,2,10118,,,,,,,,,,
51,1,1,SIMM FX,10118,,,10135,1,IBMF,SN677,359,359,512,512,,
51,1,1,SIMM FX,10118,,,10098,2,SN677,SN677,542,557,1026,1026,,
50,1,1,SIMM FX,10119,1,10119,,,,,,,,,,
51,1,1,SIMM FX,10119,,,10135,1,SN677,IBMF,512,514,1140,1140,,
50,1,1,SIMM FX,10120,1,10120,,,,,,,,,,
51,1,1,SIMM FX,10120,,,10037,1,SN5943,IBMF,844,859,1470,1470,,
50,1,1,SIMM FX,10121,1,10121,,,,,,,,,,
51,1,1,SIMM FX,10121,,,10020,1,SN677,IBMF,900,905,1538,1538,,
50,1,1,SIMM FX,10122,1,10122,,,,,,,,,,
51,1,1,SIMM FX,10122,,,10194,1,SN1571,IBMF,918,918,1568,1568,,
50,1,1,SIMM FX,10123,1,10123,,,,,,,,,,
51,1,1,SIMM FX,10123,,,10023,1,SN6228,IBMF,950,955,1558,1558,,
50,1,1,SUN FX,10124,2,10124,,,,,,,,,,
51,1,1,SUN FX,10124,,,10073,1,SMF,SN6544,274,274,395,395,,
51,1,1,SUN FX,10124,,,10171,2,SMF,SMF,529,529,1062,1062,,
50,1,1,SUN FX,10125,1,10125,,,,,,,,,,
51,1,1,SUN FX,10125,,,10046,1,SN6043,SMF,451,463,1122,1122,,
50,1,1,SUN FX,10126,2,10126,,,,,,,,,,
51,1,1,SUN FX,10126,,,10169,1,SMF,SN6043,499,499,877,877,,
51,1,1,SUN FX,10126,,,10130,2,SN2245,SMF,1006,1008,1198,1198,,
50,1,1,SUN FX,10127,1,10127,,,,,,,,,,
51,1,1,SUN FX,10127,,,10140,1,SN1358,SMF,913,917,1576,1576,,
50,1,1,SUN FX,10128,1,10128,,,,,,,,,,
51,1,1,SUN FX,10128,,,10129,1,SN5885,SMF,1008,1021,1594,1594,,
50,1,1,SUN FX,10129,1,10129,,,,,,,,,,
51,1,1,SUN FX,10129,,,10112,1,SMF,SN6240,320,320,1003,1003,,
50,1,1,SUN FX,10130,2,10130,,,,,,,,,,
51,1,1,SUN FX,10130,,,10160,1,SMF,SN6240,425,425,762,762,,
51,1,1,SUN FX,10130,,,10112,2,SN6240,SMF,1003,1026,1188,1188,,
50,1,1,SUN FX,10131,1,10131,,,,,,,,,,
51,1,1,SUN FX,10131,,,10160,1,SN6240,SMF,762,788,1431,1431,,
50,1,1,SIMM FX,10132,1,10132,,,,,,,,,,
51,1,1,SIMM FX,10132,,,10172,1,SN5858,IBMF,800,809,1450,1450,,
50,1,1,SUN FX,10133,1,10133,,,,,,,,,,
51,1,1,SUN FX,10133,,,10043,1,SMF,SN3217,242,242,904,904,,
50,1,1,SUN FX,10134,1,10134,,,,,,,,,,
51,1,1,SUN FX,10134,,,10093,1,SMF,SN2245,294,294,946,946,,
50,1,1,SIMM FX,10135,1,10135,,,,,,,,,,
51,1,1,SIMM FX,10135,,,10113,1,SN6542,IBMF,911,935,1466,1466,,
50,1,1,SUN FX,10136,1,10136,,,,,,,,,,
51,1,1,SUN FX,10136,,,10168,1,SN7031,SMF,933,970,1559,1559,,
50,1,1,SUN FX,10137,1,10137,,,,,,,,,,
51,1,1,SUN FX,10137,,,10191,1,SN5731,SMF,950,966,1554,1554,,
50,1,1,SUN FX,10138,1,10138,,,,,,,,,,
51,1,1,SUN FX,10138,,,10040,1,SMF,SN7031,236,236,775,775,,
50,1,1,SUN FX,10139,1,10139,,,,,,,,,,
51,1,1,SUN FX,10139,,,10087,1,SMF,SN2245,289,289,856,856,,
50,1,1,SUN FX,10140,1,10140,,,,,,,,,,
51,1,1,SUN FX,10140,,,10091,1,SMF,SN7031,292,292,953,953,,
50,1,1,SUN FX,10141,1,10141,,,,,,,,,,
51,1,1,SUN FX,10141,,,10184,1,SN7031,SMF,893,893,1561,1561,,
50,1,1,SUN FX,10142,1,10142,,,,,,,,,,
51,1,1,SUN FX,10142,,,10091,1,SN7031,SMF,953,953,1508,1508,,
50,1,1,SUN FX,10143,2,10143,,,,,,,,,,
51,1,1,SUN FX,10143,,,10140,1,SMF,SN6039,369,369,693,693,,
51,1,1,SUN FX,10143,,,10165,2,SN6039,SN6552,698,708,933,933,,
50,1,1,SUN FX,10144,1,10144,,,,,,,,,,
51,1,1,SUN FX,10144,,,10003,1,SMF,SN5745,43,43,645,645,,
50,1,1,SUN FX,10145,1,10145,,,,,,,,,,
51,1,1,SUN FX,10145,,,10012,1,SMF,SN6689,103,103,757,757,,
50,1,1,SUN FX,10146,1,10146,,,,,,,,,,
51,1,1,SUN FX,10146,,,10022,1,SMF,SN5745,148,148,762,762,,
50,1,1,SUN FX,10147,1,10147,,,,,,,,,,
51,1,1,SUN FX,10147,,,10027,1,SMF,SN6689,163,163,797,797,,
50,1,1,SIMM FX,10148,1,10148,,,,,,,,,,
51,1,1,SIMM FX,10148,,,10038,1,IBMF,SN5745,217,217,882,882,,
50,1,1,SUN FX,10149,2,10149,,,,,,,,,,
51,1,1,SUN FX,10149,,,10046,1,SMF,SN6043,246,246,451,451,,
51,1,1,SUN FX,10149,,,10003,2,SN5745,SN5745,645,661,1002,1002,,
50,1,1,SUN FX,10150,1,10150,,,,,,,,,,
51,1,1,SUN FX,10150,,,10123,1,SMF,SN5745,338,338,842,842,,
50,1,1,SUN FX,10151,1,10151,,,,,,,,,,
51,1,1,SUN FX,10151,,,10126,1,SMF,SN6689,343,343,878,878,,
50,1,1,SUN FX,10152,1,10152,,,,,,,,,,
51,1,1,SUN FX,10152,,,10148,1,SMF,SN6689,378,378,918,918,,
50,1,1,SUN FX,10153,1,10153,,,,,,,,,,
51,1,1,SUN FX,10153,,,10177,1,SMF,SN6040,545,545,1102,1102,,
50,1,1,SUN FX,10154,1,10154,,,,,,,,,,
51,1,1,SUN FX,10154,,,10022,1,SN5745,SMF,762,777,1414,1414,,
50,1,1,SUN FX,10155,2,10155,,,,,,,,,,
51,1,1,SUN FX,10155,,,10027,1,SN6689,SN5745,797,812,962,962,,
51,1,1,SUN FX,10155,,,10178,2,SN5745,SMF,1041,1056,1392,1392,,
50,1,1,SUN FX,10156,1,10156,,,,,,,,,,
51,1,1,SUN FX,10156,,,10123,1,SN5745,SMF,842,857,1479,1479,,
50,1,1,SIMM FX,10157,1,10157,,,,,,,,,,
51,1,1,SIMM FX,10157,,,10038,1,SN5745,IBMF,882,896,1454,1454,,
50,1,1,SUN FX,10158,2,10158,,,,,,,,,,
51,1,1,SUN FX,10158,,,10126,1,SN6689,SN5730,878,892,1050,1050,,
51,1,1,SUN FX,10158,,,10007,2,SN5730,SMF,1065,1079,1536,1536,,
50,1,1,SUN FX,10159,1,10159,,,,,,,,,,
51,1,1,SUN FX,10159,,,10148,1,SN6689,SMF,918,931,1580,1580,,
50,1,1,SUN FX,10160,1,10160,,,,,,,,,,
51,1,1,SUN FX,10160,,,10009,1,SN5730,SMF,929,929,1596,1596,,
